scenario_id,run_id,timestamp_local,recommended_ac_units_on,recommended_ac_setpoint_c,recommended_fan_units_on,grid_energy_kwh,solar_energy_used_kwh,battery_charge_kwh,battery_discharge_kwh,battery_soc_kwh,cooling_energy_kwh,estimated_indoor_temp_c,comfort_status,interval_cost_pkr,interval_emissions_kgco2e,reason_code,explanation,constraint_violation_count,constraint_violation_details
PUB-C,coolshift-v1,2026-05-03T08:30:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,24.99,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T08:45:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,25.34,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T09:00:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,25.57,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T09:15:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,25.83,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T09:30:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,26.15,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T09:45:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,26.47,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T10:00:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,26.78,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T10:15:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,27.18,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T10:30:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,27.37,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T10:45:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,27.69,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T11:00:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,27.96,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T11:15:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,28.21,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T11:30:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,28.4,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T11:45:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,28.55,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T12:00:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,28.86,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T12:15:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.04,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T12:30:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.1,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T12:45:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.32,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T13:00:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.42,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T13:15:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.51,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T13:30:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.54,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T13:45:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.73,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T14:00:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.85,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T14:15:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.85,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T14:30:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.93,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T14:45:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.89,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T15:00:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.88,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T15:15:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.86,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T15:30:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.7,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T15:45:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.69,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T16:00:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.5,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T16:15:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.33,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T16:30:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.2,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T16:45:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.11,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T17:00:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,29.06,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T17:15:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,28.78,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T17:30:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,28.54,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T17:45:00,0,,0,0.0,0.0875,0.0,0.0,15.0,0.0,28.41,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T18:00:00,0,,0,0.0,0.0,0.0,0.0875,14.90591,0.0,28.16,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T18:15:00,0,,0,0.0,0.0,0.0,0.0875,14.81182,0.0,28.01,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T18:30:00,0,,0,0.0,0.0,0.0,0.0875,14.71773,0.0,27.84,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T18:45:00,0,,0,0.0,0.0,0.0,0.0875,14.62364,0.0,27.67,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T19:00:00,0,,0,0.0,0.0,0.0,0.0875,14.52955,0.0,27.46,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T19:15:00,0,,0,0.0,0.0,0.0,0.0875,14.43546,0.0,27.18,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T19:30:00,0,,0,0.0,0.0,0.0,0.0875,14.34137,0.0,26.88,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T19:45:00,0,,0,0.0,0.0,0.0,0.0875,14.24728,0.0,26.62,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T20:00:00,0,,0,0.0,0.0,0.0,0.0875,14.15319,0.0,26.32,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T20:15:00,0,,0,0.0,0.0,0.0,0.0875,14.0591,0.0,26.03,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T20:30:00,0,,0,0.0,0.0,0.0,0.0875,13.96501,0.0,25.84,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T20:45:00,0,,0,0.0,0.0,0.0,0.0875,13.87092,0.0,25.51,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T21:00:00,0,,0,0.0,0.0,0.0,0.0875,13.77683,0.0,25.29,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T21:15:00,0,,0,0.0,0.0,0.0,0.0875,13.68274,0.0,24.93,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T21:30:00,0,,0,0.0,0.0,0.0,0.0875,13.58865,0.0,24.75,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T21:45:00,0,,0,0.0875,0.0,0.0,0.0,13.58865,0.0,24.39,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T22:00:00,0,,0,0.0,0.0,0.0,0.0875,13.49456,0.0,24.18,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T22:15:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,23.8,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T22:30:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,23.66,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T22:45:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,23.39,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T23:00:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,23.15,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T23:15:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,22.95,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T23:30:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,22.65,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-03T23:45:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,22.53,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T00:00:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,22.22,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T00:15:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,21.89,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T00:30:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,21.59,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T00:45:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,21.36,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T01:00:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,21.33,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T01:15:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,21.14,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T01:30:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,21.09,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T01:45:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,21.01,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T02:00:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,20.94,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T02:15:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,20.94,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T02:30:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,20.85,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T02:45:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,20.8,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T03:00:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,20.9,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T03:15:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,20.85,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T03:30:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,20.78,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T03:45:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,20.92,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T04:00:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,20.96,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T04:15:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,21.14,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T04:30:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,21.25,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T04:45:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,21.42,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T05:00:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,21.45,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T05:15:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,21.61,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T05:30:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,21.65,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T05:45:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,21.92,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T06:00:00,0,,0,0.0875,0.0,0.0,0.0,13.49456,0.0,22.14,UNOCCUPIED,3.7625,0.04025,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T06:15:00,0,,0,0.0,0.09575,0.00825,0.0,13.50223,0.0,22.4,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T06:30:00,0,,0,0.0,0.1805,0.093,0.0,13.58872,0.0,22.56,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T06:45:00,0,,0,0.0,0.279,0.1915,0.0,13.76682,0.0,22.71,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T07:00:00,0,,0,0.0,0.3365,0.249,0.0,13.99839,0.0,23.0,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T07:15:00,0,,0,0.0,0.44325,0.35575,0.0,14.32924,0.0,23.29,UNOCCUPIED,0.0,0.0,LOAD_SHIFT,Unoccupied interval; active cooling is shifted away from this period.,0,
PUB-C,coolshift-v1,2026-05-04T07:30:00,3,27.0,12,0.072,0.513,0.0,1.25,12.98515,1.185,22.51,TOO_COOL,3.096,0.03312,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T07:45:00,3,27.0,12,0.0,0.5895,0.0,1.2455,11.6459,1.185,22.09,TOO_COOL,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T08:00:00,3,27.0,12,0.0,0.711,0.0,1.124,10.4373,1.185,22.94,TOO_COOL,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T08:15:00,3,27.0,12,0.0,0.79475,0.0,1.04025,9.31875,1.185,23.67,TOO_COOL,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T08:30:00,3,27.0,12,0.0,0.8465,0.0,0.9885,8.25585,1.185,24.15,COMFORT_OK,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T08:45:00,3,27.0,12,0.0,0.895,0.0,0.94,7.2451,1.185,24.54,COMFORT_OK,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T09:00:00,6,27.0,12,0.56575,0.99425,0.0,1.25,5.90101,2.16,24.42,COMFORT_OK,24.3272,0.26025,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T09:15:00,6,27.0,12,0.51075,1.04925,0.0,1.25,4.55692,2.16,24.41,COMFORT_OK,21.9623,0.23495,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T09:30:00,6,27.0,12,0.41825,1.14175,0.0,1.25,3.21283,2.16,24.53,COMFORT_OK,17.9848,0.1924,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T09:45:00,6,27.0,12,1.53057,1.0815,0.0,0.19793,3.0,2.16,24.66,COMFORT_OK,65.8145,0.70406,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T10:00:00,6,27.0,12,1.65975,1.15025,0.0,0.0,3.0,2.16,24.87,COMFORT_OK,71.3693,0.76349,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T10:15:00,6,27.0,12,1.6355,1.1745,0.0,0.0,3.0,2.16,25.17,COMFORT_OK,70.3265,0.75233,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T10:30:00,6,27.0,12,1.49625,1.31375,0.0,0.0,3.0,2.16,25.37,COMFORT_OK,64.3388,0.68828,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T10:45:00,6,27.0,12,1.46975,1.34025,0.0,0.0,3.0,2.16,25.53,COMFORT_OK,63.1992,0.67608,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T11:00:00,6,27.0,12,1.413,1.397,0.0,0.0,3.0,2.16,25.82,COMFORT_OK,84.78,0.72063,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T11:15:00,6,27.0,12,1.39425,1.41575,0.0,0.0,3.0,2.16,26.06,COMFORT_OK,83.655,0.71107,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T11:30:00,6,27.0,12,1.425,1.385,0.0,0.0,3.0,2.16,26.23,COMFORT_OK,85.5,0.72675,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T11:45:00,6,27.0,12,1.516,1.294,0.0,0.0,3.0,2.16,26.38,COMFORT_OK,90.96,0.77316,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T12:00:00,6,27.0,12,1.46225,1.34775,0.0,0.0,3.0,2.16,26.53,COMFORT_OK,87.735,0.74575,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T12:15:00,6,27.0,12,1.34775,1.46225,0.0,0.0,3.0,2.16,26.78,COMFORT_OK,80.865,0.68735,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T12:30:00,6,27.0,12,1.39375,1.41625,0.0,0.0,3.0,2.16,26.92,COMFORT_OK,83.625,0.71081,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T12:45:00,6,27.0,12,1.5285,1.2815,0.0,0.0,3.0,2.16,27.19,COMFORT_OK,91.71,0.77953,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-C,coolshift-v1,2026-05-04T13:00:00,6,27.0,12,1.44375,1.36625,0.0,0.0,3.0,2.16,27.42,COMFORT_OK,86.625,0.73631,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
